name,H3k36me3_E,DNaseI_E,H3k27ac_E,H3k27me3_E,H3k9ac_E,H4k20me1_E,H3k4me1_E,H3k4me3_E,Ctcf_E,H3k79me2_E,H3k4me2_E,H3k4me3_P,H3k4me1_P,Ctcf_P,H3k36me3_P,H3k4me2_P,H3k27me3_P,H3k79me2_P,DNaseI_P,H3k9ac_P,H4k20me1_P,H3k27ac_P,corr,distance,css,label
chr1_2509702_2510198-chr1_1214816_1215916,0.0,0.0301,0.0,1.951368,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.351753,0.0,0.0,0.0,4.079618,1.3306559999999998,2.145061,-0.14835164835164827,1293786,0.02,1
chr1_2478276_2478817-chr1_1101484_1102584,0.0,0.2021,7.211671000000001,1.951368,11.538965,1.366382,6.239913,11.448099000000001,4.841658499999999,0.0,11.801871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031549999999999995,0.0,1.3306559999999998,0.0,-0.15934065934065944,1375692,1.89,1
chr1_2162325_2162996-chr1_1103385_1104485,1.485586,0.0388,10.058061,0.0,15.55747,2.2128415,5.333579,16.780462,3.709639,7.546384,9.427316000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0464,0.0,1.3306559999999998,0.0,-0.06593406593406592,1057840,0.46,1
chr1_1173386_1173736-chr1_568756_569856,1.585809,0.1232,0.0,0.0,2.9990419999999998,1.3306559999999998,4.373659,6.767767,0.0,0.0,4.410386,0.0,6.856696,9.554583000000001,0.0,0.0,5.778363,0.0,0.0,8.409028999999999,9.545162,0.0,0.038461538461538436,603530,0.0,1
chr1_2059932_2059994-chr1_751751_752851,0.0,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.21978021978021978,1307081,0.0,1
chr1_2232428_2232896-chr1_458656_459756,0.0,0.026,0.0,0.0,0.0,2.6480575,0.0,0.0,0.0,7.546384,0.0,0,0,0,0,0,0,0,0,0,0,0,0.14835164835164838,1772672,0.0,1
chr1_1840449_1840835-chr1_947803_948903,0.0,0.161,9.959261,0.0,14.992735999999999,1.382183,0.0,19.121595000000006,8.569706,0.0,7.7588430000000015,14.660003,6.444994,0.0,0.0,8.975464,0.0,0.0,0.0641,13.800188,1.198307,13.60118,0.31868131868131866,891546,0.02,1
chr1_2177615_2177829-chr1_713150_714250,1.485586,0.0,0.0,0.0,0.0,2.2128415,0.0,0.0,0.0,7.546384,0.0,7.518988,0.0,9.526147,0.0,9.076147500000001,0.0,0.0,0.128,12.443543,0.0,8.613033,-0.03296703296703307,1463365,0.0,1
chr1_1772108_1772256-chr1_316720_317820,2.0116110000000003,0.0,0.0,0.0,0.0,1.382183,0.0,0.0,0.0,6.202486,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,1454288,0.0,1
chr1_2171824_2171946-chr1_998568_999668,1.485586,0.0289,0.0,0.0,0.0,2.2128415,0.0,0.0,0.0,7.546384,0.0,6.563308,9.026933999999999,13.619413,0.0,6.019658,0.0,0.0,0.1411,5.278098,1.198307,5.419936,-0.3351648351648351,1172156,0.0,1
chr1_2232428_2232896-chr1_1166629_1167729,0.0,0.026,0.0,0.0,0.0,2.6480575,0.0,0.0,0.0,7.546384,0.0,16.512223000000002,3.6321695,10.988021,1.585809,7.6808809999999985,0.0,9.125497,0.4115,17.077115,1.3306559999999998,14.017778,0.13186813186813184,1064699,2.31,1
chr1_2082729_2083012-chr1_564290_565390,1.59999,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.3791208791208791,1517339,0.0,1
chr1_2253622_2253773-chr1_568076_569176,0.0,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-0.22527472527472536,1684446,0.0,1
chr1_2059932_2059994-chr1_917397_918497,0.0,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,1.0,1141435,0.46,1
chr1_2221868_2222548-chr1_866345_867445,0.0,0.0,0.0,0.0,0.0,2.1974875,0.0,0.0,0.0,7.546384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0369,0.0,3.186228,0.0,-0.19780219780219777,1354423,1.89,1
chr1_1840449_1840835-chr1_695291_696391,0.0,0.161,9.959261,0.0,14.992735999999999,1.382183,0.0,19.121595000000006,8.569706,0.0,7.7588430000000015,0,0,0,0,0,0,0,0,0,0,0,-0.2197802197802199,1144058,0.0,1
chr1_918449_918555-chr1_450810_451910,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,466539,0.0,1
chr1_2230678_2230895-chr1_567915_569015,0.0,0.0362,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,7.546384,0.0,0,0,0,0,0,0,0,0,0,0,0,0.038461538461538436,1661663,0.0,1
chr1_1978731_1978937-chr1_817043_818143,0.0,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.779408,0.0,3.111913,0.0,0.0,0.0,5.446306,0.0,0.17032967032967028,1160588,0.0,1
chr1_1368471_1368786-chr1_713150_714250,0.0,0.0449,0.0,0.0,0.0,1.3306559999999998,0.0,0.0,0.0,0.0,0.0,7.518988,0.0,9.526147,0.0,9.076147500000001,0.0,0.0,0.128,12.443543,0.0,8.613033,0.21978021978021978,654221,0.0,1
chr1_1840449_1840835-chr1_1114835_1115935,0.0,0.161,9.959261,0.0,14.992735999999999,1.382183,0.0,19.121595000000006,8.569706,0.0,7.7588430000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02675,0.0,1.3306559999999998,0.0,-0.30219780219780223,724514,0.02,1
chr1_1793829_1793862-chr1_130025_131125,2.0116110000000003,0.0,0.0,0.0,0.0,2.0463855,0.0,0.0,0.0,6.202486,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,1662704,0.0,1
chr1_2230678_2230895-chr1_1166629_1167729,0.0,0.0362,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,7.546384,0.0,16.512223000000002,3.6321695,10.988021,1.585809,7.6808809999999985,0.0,9.125497,0.4115,17.077115,1.3306559999999998,14.017778,-0.1923076923076923,1062949,0.02,1
chr1_1978731_1978937-chr1_35981_37081,0.0,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.17032967032967028,1941650,0.0,1
chr1_1772108_1772256-chr1_751751_752851,2.0116110000000003,0.0,0.0,0.0,0.0,1.382183,0.0,0.0,0.0,6.202486,0.0,0,0,0,0,0,0,0,0,0,0,0,0.21978021978021978,1019257,0.0,1
chr1_956563_956812-chr1_695291_696391,0.0,0.1027,11.284781,0.0,7.3767190000000005,1.198307,5.8744819999999995,8.333323,0.0,5.625219,8.935166,0,0,0,0,0,0,0,0,0,0,0,-0.04395604395604402,260172,0.0,1
chr1_941791_942135-chr1_159446_160546,0.0,0.0866,4.039199,0.0,3.7230870000000014,1.198307,5.009518,3.821358,0.0,0.0,6.427314,0,0,0,0,0,0,0,0,0,0,0,0.18681318681318682,781245,0.0,1
chr1_2140151_2140337-chr1_656472_657572,0.0,0.061,5.2669510000000015,0.0,5.086243,1.366382,5.007581,6.686222,0.0,0.0,6.09577,0,0,0,0,0,0,0,0,0,0,0,0.3516483516483516,1482579,0.0,1
chr1_2177615_2177829-chr1_1141971_1143071,1.485586,0.0,0.0,0.0,0.0,2.2128415,0.0,0.0,0.0,7.546384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0384,0.0,1.3306559999999998,0.0,0.41758241758241754,1034544,0.48,1
chr1_918449_918555-chr1_325096_326196,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,592253,0.0,1
chr1_1840449_1840835-chr1_739037_740137,0.0,0.161,9.959261,0.0,14.992735999999999,1.382183,0.0,19.121595000000006,8.569706,0.0,7.7588430000000015,0,0,0,0,0,0,0,0,0,0,0,-0.2197802197802199,1100312,0.0,1
chr1_2162325_2162996-chr1_1209603_1210703,1.485586,0.0388,10.058061,0.0,15.55747,2.2128415,5.333579,16.780462,3.709639,7.546384,9.427316000000001,16.150116,6.055969999999999,0.0,0.0,5.7795905,0.0,9.059591000000001,0.2595,11.576922,1.3306559999999998,6.9639355000000025,-0.4340659340659341,951622,0.0,1
chr1_1005293_1005547-chr1_1102243_1103343,0.0,0.0,0.0,0.0,0.0,5.077881,3.6828540000000003,5.636449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0344,0.0,1.3306559999999998,0.0,0.05494505494505497,96696,1.91,1
chr1_3232812_3232866-chr1_1259971_1261071,0.0,0.0,0.0,1.951368,1.682163,1.191068,0.0,0.0,0.0,0.0,0.0,14.714914000000002,6.762739999999999,0.0,0.0,10.714332,0.0,4.913233,0.1625,16.150710999999998,1.7585974999999998,12.193287,-0.27472527472527464,1971741,1.56,1
chr1_1143531_1144198-chr1_807672_808772,0.0,0.3116,0.0,0.0,0.0,4.1241605,0.0,9.321642,0.0,0.0,7.632505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,-0.35164835164835173,334759,0.0,1
chr1_2231691_2232185-chr1_460380_461480,0.0,0.0,0.0,0.0,0.0,4.2750555,0.0,0.0,0.0,7.546384,0.0,0,0,0,0,0,0,0,0,0,0,0,0.4340659340659341,1770211,0.0,1
chr1_2406489_2406881-chr1_567137_568237,0.0,0.0616,0.0,1.951368,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.4340659340659341,1838252,0.0,1
chr1_2574343_2574764-chr1_989413_990513,0.0,0.2894,10.827478999999999,1.951368,11.831274,0.0,0.0,13.516454999999999,0.0,0.0,6.179778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,-0.2142857142857142,1583830,0.48,1
chr1_1060905_1061095-chr1_1167311_1168411,0.0,0.0448,0.0,0.0,0.0,1.198307,0.0,0.0,0.0,0.0,0.0,16.512223000000002,3.43891,0.0,1.585809,7.6808809999999985,0.0,9.125497,0.4115,17.077115,1.3306559999999998,14.017778,-0.3076923076923077,106216,0.48,1
chr1_2253622_2253773-chr1_894589_895689,0.0,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,14.070132999999998,0.0,0.0,1.6553380000000002,0.0,0.0,17.848206,0.14029999999999998,27.938178000000004,1.7067480000000002,17.889013000000006,-0.4505494505494505,1357933,0.48,1
chr1_1136075_1136463-chr1_1186614_1187714,0.0,0.0326,0.0,0.0,0.0,1.3306559999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3306559999999998,0.0,0.5879120879120879,50151,0.0,1
chr1_1714020_1714715-chr1_745441_746541,2.0116110000000003,0.0598,10.120409,0.0,4.9352480000000005,1.382183,6.113142,8.145578,1.5657020000000001,6.202486,5.104521,0,0,0,0,0,0,0,0,0,0,0,0.17032967032967028,967479,0.0,1
chr1_2406489_2406881-chr1_522009_523109,0.0,0.0616,0.0,1.951368,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.8021978021978022,1883380,0.0,1
chr1_1005293_1005547-chr1_366640_367740,0.0,0.0,0.0,0.0,0.0,5.077881,3.6828540000000003,5.636449,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.30219780219780223,637553,0.0,1
chr1_1978731_1978937-chr1_1071397_1072497,0.0,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02465,0.0,1.198307,0.0,0.8186813186813187,906234,0.0,1
chr1_1173386_1173736-chr1_745441_746541,1.585809,0.1232,0.0,0.0,2.9990419999999998,1.3306559999999998,4.373659,6.767767,0.0,0.0,4.410386,0,0,0,0,0,0,0,0,0,0,0,-0.005494505494505475,426845,0.0,1
chr1_1093610_1093958-chr1_700205_701305,0.0,0.3138,17.452682,0.0,14.936694000000001,1.198307,0.0,11.097299000000001,0.0,0.0,8.879799,0,0,0,0,0,0,0,0,0,0,0,-0.18681318681318682,392305,0.0,1
chr1_2082729_2083012-chr1_866345_867445,1.59999,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0369,0.0,3.186228,0.0,0.945054945054945,1215284,0.0,1
chr1_2171824_2171946-chr1_1071397_1072497,1.485586,0.0289,0.0,0.0,0.0,2.2128415,0.0,0.0,0.0,7.546384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02465,0.0,1.198307,0.0,0.5054945054945055,1099327,0.0,1
chr1_2162325_2162996-chr1_695291_696391,1.485586,0.0388,10.058061,0.0,15.55747,2.2128415,5.333579,16.780462,3.709639,7.546384,9.427316000000001,0,0,0,0,0,0,0,0,0,0,0,-0.1923076923076923,1465934,0.0,1
chr1_1143531_1144198-chr1_894967_896067,0.0,0.3116,0.0,0.0,0.0,4.1241605,0.0,9.321642,0.0,0.0,7.632505,14.070132999999998,0.0,0.0,1.6553380000000002,0.0,0.0,0.0,0.14029999999999998,7.388816,1.7067480000000002,0.0,0.0494505494505495,247464,0.02,1
chr1_1714020_1714715-chr1_568756_569856,2.0116110000000003,0.0598,10.120409,0.0,4.9352480000000005,1.382183,6.113142,8.145578,1.5657020000000001,6.202486,5.104521,0.0,6.856696,9.554583000000001,0.0,0.0,5.778363,0.0,0.0,8.409028999999999,9.545162,0.0,0.4725274725274725,1144164,0.0,1
chr1_1136075_1136463-chr1_894589_895689,0.0,0.0326,0.0,0.0,0.0,1.3306559999999998,0.0,0.0,0.0,0.0,0.0,14.070132999999998,0.0,0.0,1.6553380000000002,0.0,0.0,17.848206,0.14029999999999998,27.938178000000004,1.7067480000000002,17.889013000000006,-0.30219780219780223,240386,0.48,1
chr1_956563_956812-chr1_159446_160546,0.0,0.1027,11.284781,0.0,7.3767190000000005,1.198307,5.8744819999999995,8.333323,0.0,5.625219,8.935166,0,0,0,0,0,0,0,0,0,0,0,-0.04395604395604402,796017,0.0,1
chr1_1978731_1978937-chr1_135795_136895,0.0,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.4010989010989011,1841836,0.0,1
chr1_2232428_2232896-chr1_989413_990513,0.0,0.026,0.0,0.0,0.0,2.6480575,0.0,0.0,0.0,7.546384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,0.14835164835164838,1241915,0.48,1
chr1_2059932_2059994-chr1_523733_524833,0.0,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,1535099,0.0,1
chr1_1714020_1714715-chr1_532778_533878,2.0116110000000003,0.0598,10.120409,0.0,4.9352480000000005,1.382183,6.113142,8.145578,1.5657020000000001,6.202486,5.104521,0,0,0,0,0,0,0,0,0,0,0,0.23076923076923073,1180142,0.0,1
chr1_1173386_1173736-chr1_564020_565120,1.585809,0.1232,0.0,0.0,2.9990419999999998,1.3306559999999998,4.373659,6.767767,0.0,0.0,4.410386,0,0,0,0,0,0,0,0,0,0,0,0.554945054945055,608266,0.0,1
chr1_2254081_2254230-chr1_609222_610322,0.0,0.0323,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.5714285714285714,1643759,0.0,1
chr1_2059932_2059994-chr1_994114_995214,0.0,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,9.614342,6.043282,0.0,0.0,5.100814,0.0,0.0,0.1671,5.121707,1.198307,3.87989,-0.2912087912087913,1064718,0.0,1
chr1_2231691_2232185-chr1_1102243_1103343,0.0,0.0,0.0,0.0,0.0,4.2750555,0.0,0.0,0.0,7.546384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0344,0.0,1.3306559999999998,0.0,0.2582417582417582,1128348,2.31,1
chr1_1814762_1815124-chr1_1009587_1010687,2.0116110000000003,0.0,0.0,0.0,0.0,2.0463855,8.286421,0.0,0.0,6.202486,0.0,7.620722,4.3502480000000014,0.0,0.0,8.464715000000002,0.0,0.0,0.093,4.486067,1.198307,5.626129,0.554945054945055,804075,0.0,1
chr1_2509702_2510198-chr1_933331_934431,0.0,0.0301,0.0,1.951368,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,15.851044,0.0,0.0,0.0,7.25793,0.0,0.0,0.0987,19.807249,1.198307,20.862444,-0.13736263736263732,1575271,0.02,1
chr1_1173386_1173736-chr1_685296_686396,1.585809,0.1232,0.0,0.0,2.9990419999999998,1.3306559999999998,4.373659,6.767767,0.0,0.0,4.410386,0,0,0,0,0,0,0,0,0,0,0,-0.005494505494505475,486990,0.0,1
chr1_2231691_2232185-chr1_751751_752851,0.0,0.0,0.0,0.0,0.0,4.2750555,0.0,0.0,0.0,7.546384,0.0,0,0,0,0,0,0,0,0,0,0,0,0.7032967032967032,1478840,0.0,1
chr1_2478276_2478817-chr1_998568_999668,0.0,0.2021,7.211671000000001,1.951368,11.538965,1.366382,6.239913,11.448099000000001,4.841658499999999,0.0,11.801871,6.563308,9.026933999999999,13.619413,0.0,6.019658,0.0,0.0,0.1411,5.278098,1.198307,5.419936,0.5824175824175823,1478608,0.0,1
chr1_2231691_2232185-chr1_894589_895689,0.0,0.0,0.0,0.0,0.0,4.2750555,0.0,0.0,0.0,7.546384,0.0,14.070132999999998,0.0,0.0,1.6553380000000002,0.0,0.0,17.848206,0.14029999999999998,27.938178000000004,1.7067480000000002,17.889013000000006,-0.1428571428571428,1336002,2.31,1
chr1_1005293_1005547-chr1_656472_657572,0.0,0.0,0.0,0.0,0.0,5.077881,3.6828540000000003,5.636449,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.30219780219780223,347721,0.0,1
chr1_2171824_2171946-chr1_745441_746541,1.485586,0.0289,0.0,0.0,0.0,2.2128415,0.0,0.0,0.0,7.546384,0.0,0,0,0,0,0,0,0,0,0,0,0,0.36813186813186816,1425283,0.0,1
chr1_1295535_1296332-chr1_1103737_1104837,0.0,0.0525,0.0,0.0,0.0,1.3306559999999998,6.609083,10.759246000000001,0.0,10.215803,7.374011500000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0464,0.0,1.3306559999999998,0.0,0.29670329670329665,190698,2.29,1
chr1_858256_858648-chr1_316720_317820,0.0,0.0,0.0,0.0,0.0,1.473502,10.235116,8.164244,0.0,0.0,3.7938410000000014,0,0,0,0,0,0,0,0,0,0,0,0.7142857142857143,540436,0.0,1
chr1_918449_918555-chr1_1051641_1052741,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,0.0,0.0,0.0,0.0,7.246767,0.0,0.0,0.0,7.314953,0.0,0.0,0.4168,9.4652825,1.198307,0.0,-0.17582417582417587,133086,0.0,1
chr1_1136075_1136463-chr1_762802_763902,0.0,0.0326,0.0,0.0,0.0,1.3306559999999998,0.0,0.0,0.0,0.0,0.0,8.233284,0.0,0.0,0.0,0.0,0.0,0.0,0.1405,15.996626000000001,0.0,15.067321,-0.48901098901098905,372173,0.0,1
chr1_941791_942135-chr1_845815_846915,0.0,0.0866,4.039199,0.0,3.7230870000000014,1.198307,5.009518,3.821358,0.0,0.0,6.427314,0.0,4.02797,0.0,0.0,0.0,1.406121,0.0,0.0436,0.0,1.198307,0.0,0.8351648351648352,94876,0.0,1
chr1_2501788_2502413-chr1_807672_808772,0.0,0.0,0.0,1.951368,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,0.9945054945054945,1693016,0.0,1
chr1_1952050_1952360-chr1_994114_995214,0.0,0.0265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.614342,6.043282,0.0,0.0,5.100814,0.0,0.0,0.1671,5.121707,1.198307,3.87989,-0.2912087912087913,956836,0.0,1
chr1_2505035_2505361-chr1_713906_715006,0.0,0.0,0.0,1.951368,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,7.518988,0.0,9.526147,0.0,6.9578185,0.0,4.003657,0.128,12.443543,0.0,8.613033,0.2912087912087912,1790029,0.0,1
chr1_1063914_1064111-chr1_817043_818143,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.779408,0.0,3.111913,0.0,0.0,0.0,5.446306,0.0,0.7527472527472527,245771,0.0,1
chr1_2246556_2246763-chr1_989413_990513,0.0,0.152,0.0,0.0,6.127311,1.366382,0.0,0.0,10.728183999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,-0.12637362637362637,1256043,0.02,1
chr1_2230678_2230895-chr1_761988_763088,0.0,0.0362,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,7.546384,0.0,8.233284,0.0,0.0,0.0,6.896392999999999,0.0,7.094944,0.1405,15.996626000000001,0.0,15.067321,-0.17582417582417587,1467590,0.0,1
chr1_2505035_2505361-chr1_1071397_1072497,0.0,0.0,0.0,1.951368,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02465,0.0,1.198307,0.0,0.43956043956043955,1432538,0.0,1
chr1_2230678_2230895-chr1_568076_569176,0.0,0.0362,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,7.546384,0.0,0,0,0,0,0,0,0,0,0,0,0,0.038461538461538436,1661502,0.0,1
chr1_2221868_2222548-chr1_859260_860360,0.0,0.0,0.0,0.0,0.0,2.1974875,0.0,0.0,0.0,7.546384,0.0,8.164244,0.0,0.0,0.0,3.7938410000000014,0.0,0.0,0.0852,13.129072,1.473502,5.182904,-0.4780219780219781,1361508,0.0,1
chr1_1840449_1840835-chr1_332136_333236,0.0,0.161,9.959261,0.0,14.992735999999999,1.382183,0.0,19.121595000000006,8.569706,0.0,7.7588430000000015,0,0,0,0,0,0,0,0,0,0,0,-0.2197802197802199,1507213,0.0,1
chr1_1840449_1840835-chr1_133466_134566,0.0,0.161,9.959261,0.0,14.992735999999999,1.382183,0.0,19.121595000000006,8.569706,0.0,7.7588430000000015,0,0,0,0,0,0,0,0,0,0,0,-0.2197802197802199,1705883,0.0,1
chr1_1093610_1093958-chr1_135795_136895,0.0,0.3138,17.452682,0.0,14.936694000000001,1.198307,0.0,11.097299000000001,0.0,0.0,8.879799,0,0,0,0,0,0,0,0,0,0,0,-0.4780219780219781,956715,0.0,1
chr1_2221868_2222548-chr1_948473_949573,0.0,0.0,0.0,0.0,0.0,2.1974875,0.0,0.0,0.0,7.546384,0.0,14.660003,6.0604525,0.0,0.0,8.975464,0.0,8.601987,0.0641,13.800188,1.198307,13.60118,0.478021978021978,1272295,0.48,1
chr1_2509702_2510198-chr1_856296_857396,0.0,0.0301,0.0,1.951368,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,8.164244,7.188186,7.826646,0.0,3.7938410000000014,1.406121,0.0,0.0915,0.0,1.473502,0.0,-0.016483516483516425,1652306,0.0,1
chr1_1368471_1368786-chr1_807672_808772,0.0,0.0449,0.0,0.0,0.0,1.3306559999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,-0.26923076923076916,559699,0.0,1
chr1_2246556_2246763-chr1_848551_849651,0.0,0.152,0.0,0.0,6.127311,1.366382,0.0,0.0,10.728183999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.406121,0.0,0.0,0.0,1.198307,0.0,-0.14835164835164827,1396905,0.0,1
chr1_1978731_1978937-chr1_1209603_1210703,0.0,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,16.150116,6.055969999999999,0.0,0.0,5.7795905,0.0,9.059591000000001,0.2595,11.576922,1.3306559999999998,6.9639355000000025,0.09340659340659341,768028,0.0,1
chr1_2177615_2177829-chr1_894589_895689,1.485586,0.0,0.0,0.0,0.0,2.2128415,0.0,0.0,0.0,7.546384,0.0,14.070132999999998,0.0,0.0,1.6553380000000002,0.0,0.0,17.848206,0.14029999999999998,27.938178000000004,1.7067480000000002,17.889013000000006,-0.27472527472527464,1281926,0.48,1
chr1_1136075_1136463-chr1_1259971_1261071,0.0,0.0326,0.0,0.0,0.0,1.3306559999999998,0.0,0.0,0.0,0.0,0.0,14.714914000000002,6.762739999999999,0.0,0.0,10.714332,0.0,4.913233,0.1625,16.150710999999998,1.7585974999999998,12.193287,-0.48901098901098905,123508,0.46,1
chr1_2232428_2232896-chr1_567915_569015,0.0,0.026,0.0,0.0,0.0,2.6480575,0.0,0.0,0.0,7.546384,0.0,0,0,0,0,0,0,0,0,0,0,0,0.5824175824175823,1663413,0.0,1
chr1_3077832_3078221-chr1_1166629_1167729,0.0,0.02605,0.0,1.951368,0.0,1.191068,0.0,0.0,0.0,0.0,0.0,16.512223000000002,3.6321695,10.988021,1.585809,7.6808809999999985,0.0,9.125497,0.4115,17.077115,1.3306559999999998,14.017778,-0.17582417582417587,1910103,0.48,1
chr1_1368471_1368786-chr1_866345_867445,0.0,0.0449,0.0,0.0,0.0,1.3306559999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0369,0.0,3.186228,0.0,-0.1923076923076923,501026,2.29,1
chr1_918449_918555-chr1_1259971_1261071,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,0.0,0.0,0.0,0.0,14.714914000000002,6.762739999999999,0.0,0.0,10.714332,0.0,4.913233,0.1625,16.150710999999998,1.7585974999999998,12.193287,-0.27472527472527464,341416,0.0,1
chr1_2177615_2177829-chr1_948473_949573,1.485586,0.0,0.0,0.0,0.0,2.2128415,0.0,0.0,0.0,7.546384,0.0,14.660003,6.0604525,0.0,0.0,8.975464,0.0,8.601987,0.0641,13.800188,1.198307,13.60118,0.2802197802197802,1228042,0.48,1
chr1_858256_858648-chr1_458656_459756,0.0,0.0,0.0,0.0,0.0,1.473502,10.235116,8.164244,0.0,0.0,3.7938410000000014,0,0,0,0,0,0,0,0,0,0,0,0.7142857142857143,398500,0.0,1
chr1_2140151_2140337-chr1_762802_763902,0.0,0.061,5.2669510000000015,0.0,5.086243,1.366382,5.007581,6.686222,0.0,0.0,6.09577,8.233284,0.0,0.0,0.0,0.0,0.0,0.0,0.1405,15.996626000000001,0.0,15.067321,-0.4065934065934067,1376249,0.0,1
chr1_1978731_1978937-chr1_140239_141339,0.0,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.17032967032967028,1837392,0.0,1
chr1_2246556_2246763-chr1_1149418_1150518,0.0,0.152,0.0,0.0,6.127311,1.366382,0.0,0.0,10.728183999999999,0.0,0.0,0.0,0.0,0.0,1.585809,0.0,0.0,0.0,0.0297,0.0,2.1293245,0.0,-0.20329670329670324,1096038,0.02,1
chr1_2171824_2171946-chr1_989413_990513,1.485586,0.0289,0.0,0.0,0.0,2.2128415,0.0,0.0,0.0,7.546384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,0.20879120879120883,1181311,0.48,1
